Age,Gender,Income_Level,Preferred_Travel_Type,Avg_Trip_Duration,Spending_Amount,Booking_Channel,Repeat_Visitor,Customer_Review_Score,Cluster_Label
30,Male,Medium,Leisure,11,1717.12,Agent,Yes,3.2,2
24,Other,Low,Religious,4,1141.46,App,Yes,4.2,1
53,Male,Low,Leisure,7,1308.5,Website,Yes,3.0,2
62,Male,Low,Adventure,9,2697.88,Agent,Yes,3.9,1
37,Female,Low,Cultural,9,1590.87,Website,Yes,3.5,2
18,Other,High,Leisure,11,3796.27,Agent,Yes,5.0,3
25,Female,Low,Leisure,10,1848.75,App,Yes,3.6,1
63,Other,High,Cultural,14,3397.21,App,No,2.4,0
33,Male,High,Cultural,15,4426.84,Agent,Yes,3.3,3
31,Female,Medium,Adventure,11,2711.0,Agent,No,3.3,0
29,Female,Low,Religious,4,918.86,Agent,No,3.5,2
68,Male,Medium,Leisure,10,3999.25,App,Yes,4.6,3
40,Male,Medium,Religious,9,1446.14,App,No,3.1,2
32,Male,Medium,Leisure,9,2798.79,Website,Yes,4.6,1
45,Female,Low,Adventure,9,1860.14,App,No,2.9,2
51,Other,Medium,Cultural,12,2592.57,Agent,No,3.6,0
19,Female,High,Adventure,12,4082.72,Website,Yes,3.6,3
49,Other,Medium,Cultural,13,2579.11,App,No,2.8,0
40,Female,Low,Religious,7,1380.43,App,Yes,3.0,2
39,Female,Medium,Religious,7,2295.23,Agent,Yes,4.1,1
68,Male,Low,Adventure,12,1486.22,Website,No,2.8,2
42,Other,Low,Cultural,8,2196.55,App,Yes,4.1,1
39,Female,High,Adventure,15,4551.52,App,Yes,4.2,3
39,Female,Low,Cultural,11,1647.36,Agent,Yes,3.2,2
66,Male,Low,Cultural,9,1316.37,Website,No,2.9,2
69,Male,Low,Religious,9,1893.52,Website,Yes,3.2,2
59,Other,High,Religious,10,2965.78,Website,No,4.0,1
23,Female,Medium,Cultural,10,2603.91,Website,Yes,3.8,1
32,Other,Medium,Cultural,11,2532.09,Agent,Yes,3.7,0
60,Female,Medium,Cultural,10,2808.75,App,No,4.1,1
54,Other,Low,Religious,6,1767.03,App,Yes,3.6,2
50,Male,Medium,Religious,7,2255.96,Website,No,3.1,2
25,Female,Medium,Leisure,12,2373.71,Website,Yes,3.3,0
61,Other,Low,Cultural,11,2146.97,Website,Yes,3.7,1
61,Male,Medium,Leisure,9,2755.8,App,Yes,4.3,1
22,Male,High,Cultural,13,4160.14,App,No,3.9,3
56,Other,Low,Religious,7,1115.73,Website,Yes,4.6,1
21,Female,Low,Leisure,7,1279.88,Agent,No,2.2,2
23,Female,Low,Leisure,8,1617.97,App,Yes,4.0,1
62,Male,Low,Adventure,14,2712.12,App,Yes,3.5,0
49,Female,High,Cultural,12,3973.9,Website,Yes,4.0,3
69,Female,Medium,Religious,8,2082.05,Agent,No,3.1,2
47,Female,Medium,Adventure,13,2661.51,Website,No,2.8,0
64,Male,Medium,Adventure,11,2725.79,Website,No,4.0,1
52,Other,Low,Cultural,8,2344.81,Agent,Yes,4.4,1
57,Female,Medium,Adventure,16,3772.01,Agent,Yes,3.9,3
69,Male,Medium,Cultural,15,3437.12,Agent,Yes,4.4,3
33,Male,Medium,Adventure,13,2789.71,App,No,2.6,0
30,Other,High,Cultural,13,3644.6,Website,Yes,3.5,3
67,Female,Medium,Religious,10,2952.97,App,Yes,3.2,0
59,Female,Medium,Cultural,17,3509.19,Agent,Yes,3.5,3
47,Other,High,Cultural,15,4858.18,App,Yes,4.3,3
36,Other,Low,Leisure,8,1410.18,Agent,Yes,3.7,2
34,Male,Low,Religious,5,782.51,Agent,No,3.0,2
36,Male,Low,Religious,4,559.53,Website,Yes,2.9,2
45,Other,Medium,Religious,9,1678.63,Website,No,3.4,2
43,Female,Medium,Adventure,12,2915.35,Website,No,3.4,0
54,Male,Medium,Leisure,8,2491.43,App,Yes,4.5,1
43,Male,High,Religious,9,3578.52,Website,Yes,3.7,1
40,Female,Medium,Adventure,12,3094.23,Agent,Yes,4.1,3
26,Male,Medium,Adventure,15,2808.59,Website,No,2.6,0
29,Female,Low,Adventure,13,2162.07,App,Yes,3.5,0
18,Female,Low,Leisure,7,1316.94,Website,Yes,3.9,1
18,Female,Medium,Adventure,15,2174.04,Website,Yes,3.6,0
64,Other,Medium,Leisure,10,2445.31,Website,Yes,3.6,1
51,Other,High,Cultural,12,3767.23,App,Yes,4.2,3
49,Other,Low,Adventure,14,2878.17,Agent,Yes,3.1,0
65,Female,Low,Religious,8,1419.6,Agent,No,3.5,2
42,Female,Medium,Adventure,12,2901.38,Agent,No,3.2,0
57,Other,Low,Cultural,10,2322.68,Website,Yes,4.3,1
62,Male,Low,Cultural,9,1546.7,Website,Yes,3.4,2
18,Female,Medium,Adventure,11,3255.59,App,No,3.3,0
33,Male,Low,Cultural,11,2236.03,Agent,Yes,3.4,0
56,Male,Medium,Leisure,13,2170.41,Website,No,3.4,0
22,Female,Low,Leisure,5,1532.06,Website,Yes,3.9,1
39,Female,Low,Adventure,13,1524.49,Website,No,3.1,0
46,Male,Medium,Leisure,9,2404.02,App,Yes,3.8,1
20,Male,High,Leisure,10,3448.8,Agent,Yes,3.5,0
29,Other,Medium,Religious,7,1737.68,App,No,3.1,2
43,Other,Medium,Adventure,12,2849.41,Agent,Yes,3.4,0
33,Female,Low,Cultural,10,2263.3,Agent,Yes,3.9,1
68,Other,Medium,Adventure,13,3123.72,Website,Yes,3.4,0
54,Other,Low,Leisure,9,1297.13,Website,No,3.3,2
39,Other,Medium,Religious,8,1935.27,Website,Yes,3.9,1
46,Other,Medium,Adventure,13,2145.2,Website,No,2.9,0
31,Male,High,Adventure,13,4297.39,Website,Yes,4.5,3
45,Female,Medium,Leisure,9,1922.7,Agent,Yes,4.2,1
22,Other,Low,Leisure,8,950.79,Website,No,2.8,2
64,Male,Low,Adventure,13,1970.88,Website,Yes,3.2,0
66,Male,High,Leisure,10,4607.56,App,Yes,4.0,3
47,Male,Medium,Leisure,10,2989.79,App,Yes,3.8,1
63,Other,Medium,Leisure,11,2738.1,Agent,Yes,3.7,0
69,Other,Low,Leisure,6,1615.49,Agent,No,3.4,2
22,Female,Medium,Leisure,10,2337.48,App,Yes,3.7,1
29,Other,Low,Religious,6,1599.42,App,Yes,4.3,1
33,Other,High,Leisure,12,3726.32,Website,Yes,3.9,3
43,Male,Medium,Cultural,10,2675.58,Website,Yes,4.0,1
43,Female,High,Adventure,12,4748.08,Agent,Yes,4.9,3
65,Other,Low,Religious,5,1376.12,App,No,3.6,2
38,Other,Medium,Religious,8,1937.99,Agent,No,3.3,2
56,Male,Medium,Leisure,10,1964.91,Website,Yes,3.5,2
53,Male,Medium,Adventure,12,2928.36,Agent,Yes,3.7,0
50,Other,High,Cultural,14,3784.56,Agent,No,3.1,0
47,Female,High,Leisure,9,3734.39,Agent,Yes,4.3,3
54,Female,High,Adventure,15,4112.32,Website,Yes,4.3,3
40,Male,Medium,Leisure,8,2734.88,Agent,No,3.6,1
27,Male,Low,Leisure,7,1791.29,Website,Yes,3.4,2
22,Other,Low,Leisure,7,1792.01,App,Yes,4.7,1
53,Male,High,Leisure,10,3417.99,Agent,No,3.8,3
51,Other,Low,Leisure,8,1202.71,Agent,No,2.4,2
69,Female,Medium,Leisure,12,2360.8,Website,Yes,3.5,0
48,Female,Medium,Leisure,9,2534.62,Agent,Yes,4.1,1
27,Other,Medium,Cultural,12,2713.7,Website,Yes,4.5,3
36,Male,High,Religious,8,2668.85,Agent,No,3.2,2
49,Female,Medium,Cultural,12,3146.63,App,Yes,4.4,3
18,Male,Medium,Leisure,11,2584.8,App,Yes,4.4,1
22,Female,Low,Leisure,4,459.03,App,No,2.6,2
62,Other,Medium,Cultural,11,2643.26,Agent,Yes,3.8,1
21,Other,Low,Cultural,10,1712.29,Agent,Yes,3.2,2
33,Other,Medium,Religious,8,2942.68,App,Yes,4.3,1
41,Female,High,Cultural,13,4433.34,App,Yes,4.3,3
33,Male,High,Religious,9,2935.73,Website,Yes,4.5,1
19,Male,Low,Leisure,7,1042.19,Website,No,3.4,2
66,Male,Medium,Adventure,14,2687.19,App,No,2.8,0
45,Female,High,Adventure,17,5151.18,App,Yes,3.3,3
49,Female,Low,Adventure,13,2315.04,Agent,Yes,3.6,0
44,Female,Low,Adventure,13,2553.29,App,Yes,3.8,0
37,Female,Low,Leisure,7,1784.12,Website,Yes,4.0,1
41,Female,Medium,Adventure,13,2680.23,Website,Yes,3.6,0
29,Male,Low,Cultural,9,847.24,Website,No,2.8,2
67,Female,High,Cultural,14,3981.3,Website,Yes,4.7,3
52,Female,Medium,Adventure,13,3432.89,Website,Yes,4.1,3
50,Male,Medium,Cultural,12,2295.57,Website,Yes,3.6,0
50,Female,Low,Religious,10,931.73,App,Yes,3.1,2
68,Male,Medium,Leisure,12,2506.03,Website,Yes,3.7,0
60,Male,Medium,Adventure,13,3326.9,Website,Yes,4.6,3
54,Other,Medium,Adventure,16,3671.45,Website,Yes,3.8,3
29,Other,Medium,Leisure,8,1667.43,Website,No,3.2,2
20,Other,Medium,Cultural,8,2537.95,App,Yes,4.0,1
18,Other,High,Leisure,9,3907.55,Agent,Yes,5.0,3
50,Female,High,Leisure,8,3100.45,Agent,Yes,5.0,1
57,Other,Medium,Cultural,11,2359.82,Agent,No,3.4,0
27,Male,Low,Leisure,8,1603.5,Agent,Yes,3.8,1
60,Female,Low,Cultural,13,2196.14,Website,Yes,3.6,0
61,Other,Low,Cultural,11,1943.43,Agent,Yes,2.7,2
46,Male,Medium,Leisure,9,2111.71,Agent,No,3.6,1
30,Female,Medium,Religious,9,1674.88,App,Yes,3.7,1
29,Female,Medium,Cultural,8,2508.9,App,Yes,4.3,1
48,Other,High,Leisure,11,4117.43,App,Yes,4.1,3
63,Female,High,Cultural,15,3901.69,Website,Yes,3.8,3
19,Male,High,Religious,7,3164.07,Website,Yes,4.5,1
68,Female,Medium,Religious,11,2565.44,Website,Yes,4.3,1
67,Male,Medium,Adventure,15,3113.61,App,No,3.0,0
52,Female,Low,Cultural,10,1642.52,Agent,No,3.8,1
40,Other,Low,Cultural,11,1852.56,App,Yes,3.8,1
34,Male,Low,Leisure,11,1549.39,Website,Yes,3.0,2
43,Female,Medium,Cultural,12,3199.44,App,Yes,3.9,3
25,Female,Medium,Adventure,13,3183.47,Agent,Yes,3.6,0
46,Female,High,Religious,9,2825.42,Website,No,2.7,2
43,Male,Low,Religious,6,1023.64,Agent,No,3.7,2
27,Male,Medium,Adventure,14,3420.76,Agent,Yes,4.2,3
43,Male,Medium,Cultural,10,1981.39,Website,Yes,3.9,1
51,Other,Low,Cultural,10,2334.1,Agent,Yes,3.9,1
68,Other,Medium,Adventure,14,3060.5,App,No,2.7,0
58,Male,Low,Leisure,9,1489.02,Agent,No,2.8,2
24,Female,Medium,Religious,8,2140.55,Agent,No,3.7,1
21,Other,Medium,Adventure,14,2364.87,Agent,No,2.6,0
67,Male,Low,Adventure,12,2423.54,App,Yes,2.7,0
62,Female,Low,Cultural,10,1554.81,Agent,No,2.9,2
28,Other,Medium,Religious,7,1506.25,Agent,No,3.1,2
46,Female,High,Cultural,12,4751.86,App,Yes,4.5,3
53,Female,Medium,Adventure,14,2929.34,Website,Yes,4.1,3
42,Female,Medium,Leisure,11,1884.71,Website,No,3.3,0
38,Female,Medium,Religious,7,2102.69,Website,Yes,4.2,1
53,Other,High,Adventure,17,3955.73,Agent,No,3.7,3
27,Other,High,Adventure,17,3917.67,Website,No,2.6,0
54,Other,Medium,Leisure,10,2446.61,App,No,3.5,0
26,Male,Medium,Adventure,16,2821.52,Agent,No,3.3,0
41,Other,High,Adventure,14,4448.36,Agent,Yes,3.7,3
52,Female,Medium,Religious,7,1702.58,Agent,No,2.7,2
66,Other,Medium,Religious,7,1727.04,Website,Yes,3.6,2
52,Female,Low,Religious,9,1527.85,Website,Yes,3.4,2
65,Male,High,Cultural,15,4732.86,Website,Yes,4.5,3
53,Female,High,Leisure,11,3861.9,Agent,Yes,4.1,3
35,Female,Low,Religious,7,1593.96,App,Yes,3.5,2
66,Female,Medium,Cultural,10,2669.19,Agent,No,3.1,0
56,Male,Medium,Cultural,16,2940.58,App,Yes,4.1,3
49,Other,Low,Leisure,8,2167.13,Agent,Yes,4.0,1
41,Other,High,Leisure,11,4007.07,App,Yes,4.3,3
40,Male,Low,Adventure,13,2900.93,Agent,Yes,3.8,0
49,Female,Low,Cultural,11,1416.47,Agent,No,3.4,2
54,Other,Medium,Religious,9,3086.79,App,Yes,4.0,1
29,Male,Medium,Leisure,8,2338.92,App,No,4.0,1
66,Other,Low,Cultural,11,2037.29,App,No,3.2,0
30,Male,Medium,Religious,11,2611.58,App,Yes,3.8,1
40,Female,Medium,Cultural,13,2586.82,App,No,4.1,3
42,Other,Low,Leisure,10,2251.54,App,Yes,3.4,0
52,Male,Low,Adventure,11,2543.48,App,Yes,3.7,0
58,Other,Medium,Cultural,10,1981.26,App,No,2.6,2
47,Other,Low,Religious,7,701.22,Agent,No,3.1,2
34,Other,High,Leisure,11,3855.62,App,Yes,5.0,3
66,Other,High,Adventure,17,5024.38,App,Yes,4.8,3
37,Male,High,Religious,7,3369.4,Agent,Yes,5.0,1
65,Female,Low,Religious,10,2072.07,Agent,Yes,3.7,1
42,Male,High,Religious,10,2456.05,Website,No,3.2,0
39,Male,Medium,Cultural,11,2679.45,Website,Yes,3.2,0
30,Male,Medium,Leisure,8,1965.98,App,Yes,4.7,1
36,Female,Low,Religious,4,1179.29,App,No,3.7,2
66,Other,Low,Cultural,12,2003.04,Website,Yes,3.4,0
53,Other,Medium,Leisure,10,2572.26,Website,Yes,4.5,1
29,Other,Medium,Leisure,7,1787.21,App,No,3.0,2
58,Female,Low,Cultural,8,1735.22,Website,No,3.4,2
36,Other,Medium,Cultural,11,2833.89,App,No,3.3,0
29,Female,Low,Religious,9,1641.44,Agent,Yes,3.9,1
26,Other,Medium,Leisure,9,1962.52,Agent,No,3.2,2
24,Other,Medium,Adventure,11,3035.33,Website,Yes,3.4,0
45,Male,High,Cultural,13,3924.31,Agent,Yes,4.2,3
31,Female,High,Leisure,10,3543.04,Agent,No,4.1,3
48,Male,Medium,Leisure,6,2826.22,Agent,Yes,4.7,1
69,Male,Medium,Religious,9,2387.56,Agent,No,3.7,1
36,Male,Medium,Adventure,13,3122.5,App,Yes,3.5,0
64,Female,High,Religious,12,4079.8,App,Yes,4.3,3
33,Female,Medium,Adventure,16,2418.43,Website,No,2.7,0
22,Other,Low,Adventure,13,2493.09,Agent,Yes,4.0,0
52,Male,Low,Cultural,10,1726.56,Agent,No,3.0,2
29,Other,Medium,Leisure,7,1735.43,Agent,Yes,4.2,1
42,Male,Medium,Leisure,13,1822.84,Website,No,3.3,0
69,Female,High,Leisure,12,4061.43,App,Yes,4.5,3
38,Female,Low,Adventure,12,2251.12,Agent,Yes,3.8,0
53,Female,Medium,Leisure,10,2383.53,App,Yes,3.5,0
40,Male,High,Cultural,13,3678.07,Website,No,3.4,0
33,Female,High,Adventure,14,4261.82,App,No,3.3,3
56,Male,Medium,Adventure,13,2833.1,Agent,No,3.1,0
62,Other,Medium,Adventure,13,3244.64,App,Yes,3.8,3
59,Male,Medium,Adventure,14,3830.99,App,Yes,3.6,3
56,Other,High,Cultural,13,4538.0,Website,Yes,3.5,3
31,Male,Low,Leisure,7,1211.31,Website,Yes,3.4,2
48,Other,High,Cultural,13,3817.73,Website,Yes,4.2,3
22,Female,Medium,Leisure,8,1918.74,Website,No,2.7,2
52,Other,Medium,Cultural,14,2673.97,App,No,3.1,0
40,Female,Low,Religious,3,1269.56,App,Yes,5.0,1
46,Female,Medium,Religious,10,2483.27,Website,Yes,4.3,1
60,Other,Medium,Religious,11,1418.57,Website,No,3.5,2
28,Male,Low,Religious,3,1496.87,Agent,Yes,5.0,1
35,Male,Medium,Adventure,13,3208.18,Agent,Yes,4.4,3
64,Male,High,Adventure,15,4377.93,Website,Yes,3.8,3
29,Male,Medium,Cultural,9,2739.61,App,Yes,3.9,1
26,Male,Medium,Cultural,10,2100.11,Website,No,2.1,2
27,Female,Low,Religious,5,847.02,App,Yes,4.1,1
61,Male,Medium,Leisure,13,3414.86,App,Yes,4.6,3
34,Female,Low,Religious,8,1443.77,Agent,Yes,3.4,2
55,Female,Medium,Cultural,14,2629.28,Website,No,3.0,0
24,Female,High,Religious,10,3636.84,Website,Yes,4.1,3
63,Other,Medium,Cultural,10,2690.03,App,Yes,4.2,1
30,Other,Low,Religious,6,883.42,Website,No,3.4,2
57,Female,Medium,Leisure,11,2196.08,Agent,No,2.4,0
59,Other,Medium,Religious,7,2150.41,Agent,No,3.7,1
26,Male,Medium,Leisure,10,1273.21,Website,No,2.8,2
67,Male,High,Leisure,11,3746.65,Website,Yes,4.3,3
44,Female,High,Cultural,12,3890.53,Agent,Yes,4.4,3
19,Male,Medium,Leisure,10,2406.06,Website,Yes,3.8,1
22,Female,Medium,Adventure,14,3472.39,App,Yes,3.9,3
46,Female,Low,Adventure,12,1619.09,Website,No,2.8,0
54,Male,Low,Adventure,14,2077.72,App,No,3.3,0
55,Other,Medium,Cultural,10,2223.18,Website,No,3.4,0
36,Male,Medium,Adventure,14,2832.38,Website,Yes,3.8,0
25,Male,Medium,Cultural,12,2628.97,Agent,No,2.7,0
65,Female,Medium,Cultural,12,2615.61,App,No,3.1,0
62,Female,Low,Adventure,13,1649.28,Agent,Yes,3.8,0
18,Female,Medium,Leisure,7,1578.93,Website,No,3.2,2
39,Female,Low,Religious,8,1144.81,Agent,Yes,3.8,2
69,Other,Low,Cultural,10,1436.99,Website,Yes,4.2,1
34,Other,High,Adventure,14,3520.15,Website,No,3.7,3
24,Other,Low,Cultural,11,1394.2,Website,No,2.9,2
42,Female,Medium,Leisure,8,2969.97,App,Yes,4.2,1
62,Female,Low,Leisure,6,1845.33,App,Yes,3.1,2
21,Female,High,Adventure,12,3824.43,App,No,3.5,3
53,Other,Medium,Cultural,13,2713.15,Agent,No,3.0,0
23,Female,Low,Religious,4,448.65,Website,No,3.0,2
48,Male,Medium,Religious,11,2273.0,Agent,Yes,3.7,0
36,Male,Medium,Cultural,8,2245.07,Agent,Yes,3.9,1
61,Female,High,Cultural,16,3720.83,Website,Yes,3.1,0
56,Male,Low,Cultural,11,1954.4,Agent,Yes,3.3,0
44,Male,High,Adventure,15,4448.79,Website,Yes,4.3,3
27,Other,High,Leisure,10,3487.39,Website,Yes,5.0,3
43,Female,High,Religious,11,3381.59,Website,Yes,4.1,3
36,Female,Medium,Adventure,13,2757.65,Website,Yes,3.9,3
56,Other,Medium,Cultural,14,2833.85,Agent,No,3.5,0
20,Male,Medium,Cultural,11,2296.24,Agent,Yes,3.4,0
62,Male,Medium,Leisure,10,2874.18,Agent,Yes,4.2,1
30,Female,Medium,Cultural,11,2590.71,App,Yes,3.6,0
67,Male,Medium,Adventure,14,3180.65,Agent,Yes,4.2,3
45,Other,Medium,Adventure,14,2856.34,Agent,Yes,3.8,0
37,Other,Medium,Leisure,7,1935.96,App,No,3.5,2
45,Female,High,Adventure,13,4178.97,Website,No,3.3,3
25,Other,Low,Religious,8,1391.06,Website,Yes,3.9,1
58,Other,High,Adventure,16,4824.9,Website,Yes,5.0,3
56,Female,Medium,Adventure,14,3658.02,App,Yes,3.6,3
18,Other,High,Adventure,14,3630.28,Agent,No,3.2,0
20,Other,Medium,Religious,8,2062.14,Agent,Yes,4.0,1
30,Other,Medium,Cultural,10,2447.32,Agent,Yes,4.2,1
45,Male,High,Adventure,14,4495.55,Agent,No,3.4,3
66,Female,Low,Leisure,9,1192.34,App,No,1.8,2
42,Female,High,Religious,8,3339.49,Agent,No,4.5,1
50,Female,Medium,Leisure,10,2299.26,Website,No,3.6,1
55,Male,Medium,Adventure,11,3465.26,App,No,2.9,0
23,Male,Medium,Leisure,10,2473.47,App,Yes,3.7,1
61,Female,Medium,Adventure,15,3500.07,Website,Yes,4.5,3
62,Male,Medium,Religious,9,2565.87,Website,No,4.0,1
49,Female,Low,Leisure,10,1191.08,Agent,No,3.2,2
62,Male,Low,Leisure,11,890.86,Website,No,2.6,2
64,Other,Low,Adventure,14,2177.37,App,Yes,3.6,0
38,Other,High,Adventure,12,4705.19,App,Yes,4.4,3
33,Female,High,Cultural,11,3541.43,App,Yes,4.6,3
38,Male,Medium,Adventure,12,3029.68,Agent,Yes,3.6,0
28,Male,Medium,Adventure,13,3282.57,Agent,Yes,3.6,0
54,Other,Medium,Cultural,13,2486.93,Website,No,3.5,0
53,Other,Medium,Adventure,13,3404.01,Agent,Yes,4.0,3
52,Male,High,Adventure,16,4318.06,Agent,No,4.0,3
36,Male,High,Cultural,12,4165.04,App,No,3.4,3
37,Male,Medium,Religious,7,2050.68,App,Yes,4.1,1
35,Male,Medium,Religious,6,1763.28,Website,Yes,3.7,1
64,Male,Low,Adventure,11,1929.58,App,No,3.0,0
58,Male,High,Adventure,13,4350.43,Agent,No,3.1,3
66,Female,Low,Cultural,9,1721.5,Website,No,2.9,2
31,Male,Medium,Cultural,13,2451.74,Website,No,2.5,0
32,Other,Medium,Religious,7,2266.42,App,No,3.9,1
48,Female,Medium,Leisure,14,2607.96,App,Yes,4.0,3
18,Male,Low,Adventure,12,2491.54,App,No,2.5,0
20,Other,High,Leisure,11,3598.35,Website,No,4.1,3
33,Female,Low,Leisure,6,1427.06,App,No,4.3,1
40,Other,Medium,Cultural,12,3385.92,Agent,Yes,4.1,3
28,Male,Low,Adventure,11,1184.39,Website,No,2.5,2
29,Male,Medium,Adventure,13,3149.04,App,Yes,5.0,3
27,Male,Medium,Cultural,15,2345.79,Agent,No,2.4,0
49,Male,Medium,Leisure,10,2792.82,Agent,Yes,4.0,1
33,Female,Low,Cultural,11,1791.33,App,Yes,3.7,1
25,Female,Low,Religious,5,1433.62,Agent,Yes,4.6,1
55,Other,Medium,Adventure,14,3607.54,Website,Yes,4.1,3
29,Male,Medium,Religious,11,2444.94,Website,Yes,3.6,0
41,Other,High,Cultural,12,3741.5,Agent,No,3.2,0
45,Female,Low,Adventure,15,2110.01,Website,Yes,3.4,0
25,Male,Medium,Religious,9,2142.32,App,Yes,3.5,2
45,Male,Low,Religious,6,1741.26,Agent,Yes,4.1,1
53,Female,Low,Leisure,9,1820.18,Website,Yes,3.5,2
43,Female,Medium,Adventure,15,3484.67,App,Yes,3.3,0
25,Female,Medium,Religious,9,2271.0,App,Yes,4.4,1
67,Female,Low,Religious,5,658.63,Website,Yes,3.3,2
45,Female,Low,Leisure,7,855.12,Agent,No,2.3,2
45,Male,Low,Religious,7,2149.8,App,Yes,4.1,1
54,Female,High,Religious,10,3417.24,App,Yes,4.3,3
58,Male,High,Religious,11,3938.22,App,Yes,3.6,3
53,Male,Low,Leisure,9,1788.61,App,No,3.3,2
44,Female,Low,Religious,5,924.9,Agent,Yes,3.3,2
34,Female,High,Religious,10,3456.79,Website,Yes,5.0,3
26,Male,High,Adventure,15,4592.75,Website,Yes,4.3,3
50,Female,Medium,Adventure,15,3235.13,Website,Yes,3.6,3
37,Female,Low,Leisure,9,2666.9,App,Yes,3.8,1
30,Female,Low,Cultural,11,1440.8,Agent,Yes,3.4,2
45,Other,Medium,Adventure,14,3463.99,Website,Yes,4.2,3
65,Male,Medium,Leisure,10,2604.54,Agent,Yes,4.0,1
46,Other,Low,Religious,5,1392.95,Website,Yes,3.9,1
30,Female,Medium,Religious,9,2153.77,App,No,3.3,2
63,Other,Low,Leisure,9,1016.43,Website,No,2.6,2
52,Female,Medium,Religious,9,2600.08,App,Yes,3.9,1
23,Other,Medium,Religious,6,1249.01,App,No,2.3,2
35,Female,Low,Cultural,8,1417.35,Website,No,3.4,2
68,Other,Medium,Religious,11,2270.82,Agent,No,3.3,0
22,Other,Medium,Adventure,13,3462.97,App,Yes,3.7,3
64,Other,High,Religious,12,3738.81,Agent,No,4.3,3
42,Male,Medium,Leisure,9,2441.66,Website,Yes,4.0,1
19,Other,Low,Cultural,9,1960.8,App,Yes,3.4,2
27,Male,Medium,Religious,9,1992.06,Agent,Yes,4.2,1
47,Female,Low,Leisure,7,1522.71,App,Yes,4.0,1
67,Other,High,Adventure,16,4932.4,Website,Yes,4.3,3
62,Female,Medium,Religious,8,2952.28,App,Yes,4.2,1
22,Female,Medium,Cultural,10,2019.94,Website,No,3.3,2
50,Other,Low,Religious,7,1465.18,Agent,Yes,3.7,2
18,Male,Medium,Leisure,9,2239.99,App,Yes,4.1,1
35,Other,High,Cultural,12,4378.2,Agent,Yes,3.6,3
49,Female,High,Religious,12,3796.0,Website,Yes,4.0,3
64,Female,Low,Adventure,11,2843.74,Website,Yes,4.6,1
66,Other,Low,Cultural,10,1397.88,Agent,No,2.6,2
28,Male,High,Adventure,14,4297.97,Agent,Yes,3.9,3
38,Male,High,Leisure,13,3820.81,Website,Yes,3.9,3
43,Female,Low,Religious,7,1210.32,Agent,No,2.5,2
42,Female,Medium,Adventure,15,3126.68,Website,Yes,2.9,0
39,Male,Medium,Leisure,7,1684.49,Agent,No,3.2,2
44,Other,High,Religious,10,3715.8,Website,Yes,4.4,3
66,Female,Low,Leisure,10,1927.72,Website,Yes,3.7,1
30,Male,Low,Adventure,12,2176.49,App,Yes,3.6,0
50,Female,Medium,Leisure,11,2898.01,Website,Yes,4.0,1
51,Other,Low,Cultural,9,2127.44,Website,Yes,4.3,1
58,Male,Medium,Religious,11,2321.67,App,No,3.1,0
52,Female,Medium,Leisure,13,2545.26,App,No,2.9,0
18,Other,Medium,Adventure,12,2807.59,Agent,No,3.2,0
38,Female,Medium,Religious,8,1592.87,Agent,No,3.4,2
65,Other,Medium,Cultural,14,2955.39,Website,Yes,4.3,3
23,Other,Low,Religious,9,390.66,Agent,No,2.3,2
45,Male,Medium,Cultural,11,3079.31,Agent,Yes,4.1,3
34,Other,High,Religious,9,2472.93,Website,No,3.6,1
22,Female,Medium,Leisure,8,2922.4,App,Yes,4.0,1
48,Other,Low,Leisure,6,1182.34,App,No,3.1,2
22,Other,Low,Adventure,10,1527.88,Website,No,2.4,2
55,Male,Low,Cultural,9,1608.06,Website,Yes,2.9,2
20,Other,Medium,Adventure,12,2814.96,Website,Yes,4.0,3
40,Other,Medium,Leisure,9,2746.94,Website,Yes,4.0,1
54,Female,Medium,Cultural,12,2025.03,Website,Yes,3.7,0
54,Male,Low,Adventure,15,2434.47,Website,No,3.0,0
27,Male,Low,Adventure,10,1867.78,Agent,No,2.7,2
27,Male,Medium,Adventure,14,2844.27,Agent,Yes,3.7,0
36,Other,Medium,Adventure,13,2868.78,Agent,Yes,3.3,0
34,Male,Low,Adventure,12,2574.29,App,No,3.7,0
38,Other,Medium,Cultural,12,2407.72,Website,Yes,3.2,0
31,Other,Low,Adventure,10,1690.37,Website,Yes,3.5,2
26,Female,High,Cultural,13,3982.57,Agent,No,3.1,0
63,Female,High,Adventure,16,4557.94,App,No,3.7,3
18,Female,Low,Leisure,8,1220.0,Agent,Yes,3.4,2
68,Female,Low,Leisure,9,1726.36,Website,Yes,3.5,2
62,Female,Medium,Adventure,18,2763.65,Website,No,3.3,0
30,Other,Low,Religious,6,1221.62,Agent,No,3.2,2
21,Other,Medium,Leisure,8,2234.79,Agent,No,3.6,1
18,Male,High,Cultural,11,3890.98,Website,Yes,3.9,3
66,Other,Medium,Adventure,13,3049.87,Agent,No,2.7,0
57,Other,High,Cultural,12,4514.73,Website,Yes,4.4,3
49,Female,Medium,Religious,10,2026.28,Agent,No,3.0,2
51,Other,Low,Adventure,14,2321.81,App,Yes,3.9,0
45,Female,Medium,Leisure,9,2481.22,Website,Yes,4.0,1
48,Male,Medium,Cultural,10,3147.19,App,No,3.7,1
25,Male,Medium,Leisure,10,2151.95,Agent,Yes,3.1,2
56,Other,Low,Leisure,8,1732.94,App,Yes,4.6,1
